"tweet_id"	"airline_sentiment"	"airline_sentiment_confidence"	"negativereason"	"negativereason_confidence"	"airline"	"airline_sentiment_gold"	"name"	"negativereason_gold"	"retweet_count"	"text"	"tweet_coord"	"tweet_created"	"tweet_location"	"user_timezone"
570088404156698624	"negative"	1	"Customer Service Issue"	1	"Virgin America"	NA	"Cuschoolie1"	NA	0	"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!"	"[33.94209449, -118.40410103]"	"2015-02-23 21:10:41 -0800"	"Washington DC"	"Quito"
570084582780899328	"negative"	1	"Customer Service Issue"	1	"Virgin America"	NA	"amanduhmccarty"	NA	0	"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :("	NA	"2015-02-23 20:55:30 -0800"	NA	"Pacific Time (US & Canada)"
570076792993611776	"positive"	1	NA	NA	"Virgin America"	NA	"NorthTxHomeTeam"	NA	0	"@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews"	"[33.2145038, -96.9321504]"	"2015-02-23 20:24:33 -0800"	"Texas"	"Central Time (US & Canada)"
570051991277342720	"neutral"	0.6207	NA	NA	"Virgin America"	NA	"miaerolinea"	NA	0	"Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP"	NA	"2015-02-23 18:46:00 -0800"	"Worldwide"	"Caracas"
570051381534396416	"positive"	1	NA	NA	"Virgin America"	NA	"Nicsplace"	NA	0	"@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. <U+0001F49C><U+2708> #MoodlitMonday"	NA	"2015-02-23 18:43:35 -0800"	"Central Texas"	NA
570045393565691904	"positive"	1	NA	NA	"Virgin America"	NA	"Nicsplace"	NA	0	"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!"	NA	"2015-02-23 18:19:47 -0800"	"Central Texas"	NA
570038941497192448	"neutral"	0.6791	NA	0	"Virgin America"	NA	"elisha_malulani"	NA	0	"@VirginAmerica when can I book my flight to Hawaii??"	NA	"2015-02-23 17:54:09 -0800"	"i'm creating a monster"	"Pacific Time (US & Canada)"
570035876845084672	"negative"	1	"Customer Service Issue"	1	"Virgin America"	NA	"DannyDouglass"	NA	0	"@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk"	NA	"2015-02-23 17:41:58 -0800"	"San Francisco, CA"	"Pacific Time (US & Canada)"
570033593394667520	"positive"	0.6639	NA	NA	"Virgin America"	NA	"jamesferrandini"	NA	0	"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr"	NA	"2015-02-23 17:32:54 -0800"	NA	NA
570025482344898560	"negative"	0.6688	"Flight Booking Problems"	0.6688	"Virgin America"	NA	"will_lenzenjr"	NA	0	"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?"	NA	"2015-02-23 17:00:40 -0800"	"Iowa City"	"Central Time (US & Canada)"
570016304284901376	"neutral"	1	NA	NA	"Virgin America"	NA	"GottAmanda"	NA	0	"@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  <U+0001F377><U+0001F44D><U+0001F4BA><U+2708><U+FE0F>"	"[34.0219817, -118.38591198]"	"2015-02-23 16:24:11 -0800"	"Los Angeles"	NA
570015408788414464	"neutral"	0.6578	NA	0	"Virgin America"	NA	"KGervaise"	NA	0	"@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp"	NA	"2015-02-23 16:20:38 -0800"	"Georgia"	"Pacific Time (US & Canada)"
570013523650048000	"neutral"	1	NA	NA	"Virgin America"	NA	"papamurat"	NA	0	"@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?"	NA	"2015-02-23 16:13:09 -0800"	NA	NA
570012257549070336	"positive"	1	NA	NA	"Virgin America"	NA	"arieldaie"	NA	0	"@VirginAmerica I'm #elevategold for a good reason: you rock!!"	NA	"2015-02-23 16:08:07 -0800"	"Los Angeles"	NA
570011341483843584	"neutral"	0.6799	NA	NA	"Virgin America"	NA	"vacations7"	NA	0	"@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx"	NA	"2015-02-23 16:04:28 -0800"	"Turks and caicos"	NA
570010571707256832	"positive"	1	NA	NA	"Virgin America"	NA	"ChelseaPoe666"	NA	0	"@VirginAmerica wow this just blew my mind"	NA	"2015-02-23 16:01:25 -0800"	"Oakland via Midwest"	"Atlantic Time (Canada)"
570010539499393024	"neutral"	1	NA	NA	"Virgin America"	NA	"BobGlavinVO"	NA	0	"@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree"	NA	"2015-02-23 16:01:17 -0800"	"New York, NY"	"Eastern Time (US & Canada)"
570009713447825408	"neutral"	0.6436	NA	NA	"Virgin America"	NA	"lisaaiko"	NA	0	"@VirginAmerica @ladygaga @carrieunderwood All were entertaining"	NA	"2015-02-23 15:58:00 -0800"	NA	NA
570009035455344640	"neutral"	0.6764	NA	0	"Virgin America"	NA	"grantbrowne"	NA	0	"@VirginAmerica Is flight 769 on it's way? Was supposed to take off 30 minutes ago. Website still shows \"On Time\" not \"In Flight\". Thanks."	NA	"2015-02-23 15:55:18 -0800"	"Worldwide"	"Central Time (US & Canada)"
570006886012973056	"positive"	0.657	NA	NA	"Virgin America"	NA	"joyabsalon"	NA	0	"@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood"	NA	"2015-02-23 15:46:46 -0800"	"Northern Virginia"	"Eastern Time (US & Canada)"
570004391731847168	"neutral"	1	NA	NA	"Virgin America"	NA	"2v"	NA	0	"@VirginAmerica wish you flew out of Atlanta... Soon?"	NA	"2015-02-23 15:36:51 -0800"	"Los Angeles / Atlanta"	"Eastern Time (US & Canada)"
570001194900426752	"neutral"	0.7118	NA	0	"Virgin America"	NA	"KSmithFoundHere"	NA	0	"@VirginAmerica @ladygaga @carrieunderwood Julie Andrews. Hands down."	NA	"2015-02-23 15:24:09 -0800"	NA	"Atlantic Time (Canada)"
570000071644872704	"neutral"	1	NA	NA	"Virgin America"	NA	"papamurat"	NA	0	"@VirginAmerica Will flights be leaving Dallas for LA on February 24th?"	NA	"2015-02-23 15:19:41 -0800"	NA	NA
569996412286582784	"negative"	0.6939	"Flight Booking Problems"	0.6939	"Virgin America"	NA	"murphicus"	NA	0	"@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!"	NA	"2015-02-23 15:05:09 -0800"	"new york, new york"	"Eastern Time (US & Canada)"
569996245462159360	"positive"	1	NA	NA	"Virgin America"	NA	"VinnieFerra"	NA	0	"@VirginAmerica you know it. Need it on my spotify stat #guiltypleasures"	NA	"2015-02-23 15:04:29 -0800"	"brooklyn, Ny"	"Pacific Time (US & Canada)"
569990222609412096	"positive"	0.635	NA	NA	"Virgin America"	NA	"KevinDemsi"	NA	0	"@VirginAmerica @ladygaga @carrieunderwood  I'm Lady Gaga!!! She is amazing! <U+0001F60A>"	NA	"2015-02-23 14:40:33 -0800"	"Bali, Republic of Indonesia"	"Kuala Lumpur"
569990163209850880	"neutral"	0.7007	NA	NA	"Virgin America"	NA	"giffgaffman"	NA	0	"@VirginAmerica @ladygaga @carrieunderwood - Carrie!"	NA	"2015-02-23 14:40:19 -0800"	"UK, USA."	NA
569989504431316992	"neutral"	1	NA	NA	"Virgin America"	NA	"HanlonBrothers"	NA	0	"@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?"	NA	"2015-02-23 14:37:42 -0800"	"Gold Coast, Australia"	"Brisbane"
569989321698074624	"neutral"	1	NA	NA	"Virgin America"	NA	"emilybg78"	NA	0	"@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh."	NA	"2015-02-23 14:36:58 -0800"	"Stockton, CA"	"Arizona"
569989034501500928	"negative"	1	"Customer Service Issue"	1	"Virgin America"	NA	"rachie1126"	NA	0	"@VirginAmerica I called a 3-4 weeks ago about adding 3 flights from 2014 to my Elevate...they still haven't shown up...help!"	NA	"2015-02-23 14:35:50 -0800"	"New York, NY"	"Eastern Time (US & Canada)"
569987622484848640	"neutral"	0.6858	NA	NA	"Virgin America"	NA	"adawson66"	NA	0	"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood <U+0001F60D><U+0001F44C>"	"[33.57963333, -117.73024772]"	"2015-02-23 14:30:13 -0800"	NA	NA
569986782567071744	"neutral"	1	NA	NA	"Virgin America"	NA	"SocialPLC"	NA	0	"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!"	NA	"2015-02-23 14:26:53 -0800"	"Twin Cities, Minn."	"Eastern Time (US & Canada)"
569986348041547776	"positive"	1	NA	NA	"Virgin America"	NA	"jeffreymace01"	NA	0	"@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!"	NA	"2015-02-23 14:25:09 -0800"	NA	NA
569982307634794496	"neutral"	0.6814	NA	0	"Virgin America"	NA	"1stcrown"	NA	0	"@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please."	NA	"2015-02-23 14:09:06 -0800"	"USA"	"Central Time (US & Canada)"
569976620158578688	"negative"	1	"Customer Service Issue"	1	"Virgin America"	NA	"onerockgypsy"	NA	0	"@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/"	NA	"2015-02-23 13:46:30 -0800"	"next city"	"Pacific Time (US & Canada)"
569973821396152320	"negative"	1	"Late Flight"	0.6789	"Virgin America"	NA	"noelduan"	NA	0	"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?"	NA	"2015-02-23 13:35:23 -0800"	"SF <U+2194> NY"	"Eastern Time (US & Canada)"
569972508499283968	"positive"	0.6922	NA	NA	"Virgin America"	NA	"Travelzoo"	NA	0	"@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV"	NA	"2015-02-23 13:30:10 -0800"	"New York, NY"	"Pacific Time (US & Canada)"
569967019958730752	"negative"	1	"Lost Luggage"	1	"Virgin America"	NA	"gianagon"	NA	0	"@VirginAmerica everything was fine until you lost my bag"	"[40.6413712, -73.78311558]"	"2015-02-23 13:08:21 -0800"	"New York + Panama"	"Eastern Time (US & Canada)"
569961866224652288	"neutral"	1	NA	NA	"Virgin America"	NA	"bxchen"	NA	0	"@virginamerica Need to change reservation. Have Virgin credit card. Do I need to modify on phone to waive change fee? Or can I do online?"	NA	"2015-02-23 12:47:52 -0800"	"San Francisco, CA"	"Eastern Time (US & Canada)"
569949891163615232	"neutral"	0.6492	NA	0	"Virgin America"	NA	"seimatrun"	NA	0	"@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number."	NA	"2015-02-23 12:00:17 -0800"	"Los Angeles"	NA
569948966873370624	"neutral"	1	NA	NA	"Virgin America"	NA	"jamied7"	NA	0	"@VirginAmerica hi I just booked a flight but need to add baggage, how can I do this?"	NA	"2015-02-23 11:56:37 -0800"	"London, England"	"London"
569946362126602240	"negative"	1	"Flight Attendant Complaints"	0.3516	"Virgin America"	NA	"seimatrun"	NA	0	"@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt"	NA	"2015-02-23 11:46:16 -0800"	"Los Angeles"	NA
569942903683813376	"positive"	1	NA	NA	"Virgin America"	NA	"mrmichaellay"	NA	0	"@VirginAmerica not worried, it's been a great ride in a new plane with great crew. All airlines should be like this."	"[36.08457854, -115.13780136]"	"2015-02-23 11:32:31 -0800"	"Floridian from Cincinnati"	"Eastern Time (US & Canada)"
569941957490774016	"positive"	1	NA	NA	"Virgin America"	NA	"TaylorLumsden"	NA	0	"@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?"	NA	"2015-02-23 11:28:46 -0800"	"Dallas, Texas"	"Mountain Time (US & Canada)"
569940834994401280	"neutral"	1	NA	NA	"Virgin America"	NA	"campusmoviefest"	NA	0	"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF"	NA	"2015-02-23 11:24:18 -0800"	"USA"	"Eastern Time (US & Canada)"
569940323746516992	"neutral"	1	NA	NA	"Virgin America"	NA	"TaylorLumsden"	NA	0	"@VirginAmerica first time flying you all. do you have a different rate/policy for media Bags? Thanks"	NA	"2015-02-23 11:22:16 -0800"	"Dallas, Texas"	"Mountain Time (US & Canada)"
569935232033366016	"negative"	1	"Customer Service Issue"	1	"Virgin America"	NA	"meme_meng"	NA	0	"@VirginAmerica what is going on with customer service? Is there anyway to speak to a human asap? Thank you."	NA	"2015-02-23 11:02:02 -0800"	NA	NA
569934395865493504	"neutral"	1	NA	NA	"Virgin America"	NA	"kyle_romanoff"	NA	0	"@VirginAmerica what happened to Doom?!"	NA	"2015-02-23 10:58:43 -0800"	NA	NA
569933816963342336	"negative"	1	"Customer Service Issue"	1	"Virgin America"	NA	"GunsNDip"	NA	0	"@VirginAmerica why can't you supp the biz traveler like @SouthwestAir  and have customer service like @JetBlue #neverflyvirginforbusiness"	NA	"2015-02-23 10:56:25 -0800"	NA	"Pacific Time (US & Canada)"
569933777931145216	"positive"	1	NA	NA	"Virgin America"	NA	"artisticwritr87"	NA	0	"@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G"	NA	"2015-02-23 10:56:16 -0800"	"Seattle, WA"	"Pacific Time (US & Canada)"
569933405506310144	"negative"	0.6792	"Late Flight"	0.3477	"Virgin America"	NA	"arieldaie"	NA	0	"@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :("	NA	"2015-02-23 10:54:47 -0800"	"Los Angeles"	NA
569933360564342784	"negative"	1	"Can't Tell"	1	"Virgin America"	NA	"GunsNDip"	NA	0	"@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness"	NA	"2015-02-23 10:54:36 -0800"	NA	"Pacific Time (US & Canada)"
569929243146088448	"negative"	1	"Can't Tell"	1	"Virgin America"	NA	"GunsNDip"	NA	0	"@VirginAmerica it was a disappointing experience which will be shared with every business traveler I meet. #neverflyvirgin"	NA	"2015-02-23 10:38:14 -0800"	NA	"Pacific Time (US & Canada)"
569926998824394752	"negative"	1	"Flight Booking Problems"	1	"Virgin America"	NA	"jsatk"	NA	0	"@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R"	"[0.0, 0.0]"	"2015-02-23 10:29:19 -0800"	"Lower Pacific Heights, SF, CA"	"Pacific Time (US & Canada)"
569923394990419968	"neutral"	0.6705	NA	0	"Virgin America"	NA	"serenaklal"	NA	0	"@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code"	NA	"2015-02-23 10:15:00 -0800"	"Chicago"	"Eastern Time (US & Canada)"
569922008588222464	"neutral"	1	NA	NA	"Virgin America"	NA	"openambit1"	NA	0	"@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4"	NA	"2015-02-23 10:09:30 -0800"	NA	NA
569920824905306112	"neutral"	0.6545	NA	0	"Virgin America"	NA	"cabowine"	NA	0	"@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?"	NA	"2015-02-23 10:04:47 -0800"	"Los Cabos,Mexico"	"Arizona"
569919041244147712	"negative"	1	"Can't Tell"	0.6513	"Virgin America"	NA	"MaryAnnTaylorT"	NA	0	"@VirginAmerica Why is the site down?  When will it be back up?"	NA	"2015-02-23 09:57:42 -0800"	"New York, NY"	"Arizona"
569915941192015872	"neutral"	1	NA	NA	"Virgin America"	NA	"RamotControl"	NA	0	"@VirginAmerica \"You down with RNP?\" \"Yeah you know me!\""	NA	"2015-02-23 09:45:23 -0800"	NA	"Pacific Time (US & Canada)"
569913339427434496	"neutral"	0.6639	NA	0	"Virgin America"	NA	"losermelon"	NA	0	"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?"	NA	"2015-02-23 09:35:03 -0800"	NA	NA
569911816937033728	"negative"	1	"Cancelled Flight"	1	"Virgin America"	NA	"AlisonK33774854"	NA	0	"@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday ."	NA	"2015-02-23 09:29:00 -0800"	NA	NA
569911674158731264	"negative"	1	"Late Flight"	1	"Virgin America"	NA	"GunsNDip"	NA	0	"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin"	NA	"2015-02-23 09:28:26 -0800"	NA	"Pacific Time (US & Canada)"
569911218942517248	"neutral"	0.6765	NA	0	"Virgin America"	NA	"yazdanagh"	NA	0	"@VirginAmerica why is flight 345 redirected?"	NA	"2015-02-23 09:26:37 -0800"	NA	NA
569910981868060672	"negative"	1	"Customer Service Issue"	0.6863	"Virgin America"	NA	"MerchEngines"	NA	0	"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign."	NA	"2015-02-23 09:25:41 -0800"	"Los Angeles, CA"	"Arizona"
569909224521641984	"negative"	1	"Customer Service Issue"	0.6771	"Virgin America"	NA	"ColorCartel"	NA	0	"@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y"	NA	"2015-02-23 09:18:42 -0800"	"Austin, TX"	"Mountain Time (US & Canada)"
569907336485019648	"negative"	1	"Can't Tell"	0.659	"Virgin America"	NA	"MustBeSpoken"	NA	0	"@VirginAmerica - Let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable"	NA	"2015-02-23 09:11:12 -0800"	NA	NA
569896805611089920	"negative"	1	"Flight Booking Problems"	0.6714	"Virgin America"	NA	"mattbunk"	NA	0	"@virginamerica What is your phone number. I can't find who to call about a flight reservation."	NA	"2015-02-23 08:29:21 -0800"	"Sterling Heights, MI"	"Eastern Time (US & Canada)"
569894449620369408	"negative"	1	"Customer Service Issue"	1	"Virgin America"	NA	"louisjenny"	NA	0	"@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone."	NA	"2015-02-23 08:19:59 -0800"	"Washington DC"	"Quito"
569894407001939968	"neutral"	1	NA	NA	"Virgin America"	NA	"STravelsW"	NA	0	"@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM"	NA	"2015-02-23 08:19:49 -0800"	"Manhattan Beach, CA"	NA
